Location,Date,Total_Confirmed,Total_Deaths,Daily_Confirmed,Daily_Deaths
Bolivia,2021-04-09,280649,12428,1442,16
Bolivia,2021-04-08,279207,12412,1241,27
Bolivia,2021-04-07,277966,12385,1076,19
Bolivia,2021-04-06,276890,12366,1498,22
Bolivia,2021-04-05,275392,12344,458,20
Bolivia,2021-04-04,274934,12324,467,8
Bolivia,2021-04-03,274467,12316,520,11
Bolivia,2021-04-02,273947,12305,620,25
Bolivia,2021-04-01,273327,12280,916,23
Bosnia and Herzegovina,2021-04-30,198461,8551,595,39
Bosnia and Herzegovina,2021-04-29,197866,8512,488,48
Bosnia and Herzegovina,2021-04-28,197378,8464,646,46
Bosnia and Herzegovina,2021-04-27,196732,8418,761,68
Bosnia and Herzegovina,2021-04-26,195971,8350,1238,147
Bosnia and Herzegovina,2021-04-25,194733,8203,0,0
Bosnia and Herzegovina,2021-04-24,194733,8203,0,0
Bosnia and Herzegovina,2021-04-23,194733,8203,362,39
Bosnia and Herzegovina,2021-04-22,194371,8164,1256,82
Bosnia and Herzegovina,2021-04-21,193115,8082,1239,57
Bosnia and Herzegovina,2021-04-20,191876,8025,722,87
Bosnia and Herzegovina,2021-04-19,191154,7938,2160,150
Bosnia and Herzegovina,2021-04-18,188994,7788,0,0
Bosnia and Herzegovina,2021-04-17,188994,7788,0,0
Bosnia and Herzegovina,2021-04-16,188994,7788,1279,86
Bosnia and Herzegovina,2021-04-15,187715,7702,1343,60
Bosnia and Herzegovina,2021-04-14,186372,7642,1674,155
Bosnia and Herzegovina,2021-04-13,184698,7487,0,0
Bosnia and Herzegovina,2021-04-12,184698,7487,2771,189
Bosnia and Herzegovina,2021-04-11,181927,7298,0,0
Bosnia and Herzegovina,2021-04-10,181927,7298,0,0
Bosnia and Herzegovina,2021-04-09,181927,7298,1096,82
Bosnia and Herzegovina,2021-04-08,180831,7216,1583,84
Bosnia and Herzegovina,2021-04-07,179248,7132,1742,80
Bosnia and Herzegovina,2021-04-06,177506,7052,1093,99
Bosnia and Herzegovina,2021-04-05,176413,6953,2935,190
Bosnia and Herzegovina,2021-04-04,173478,6763,0,0
Bosnia and Herzegovina,2021-04-03,173478,6763,0,0
Bosnia and Herzegovina,2021-04-02,173478,6763,2154,88
Bosnia and Herzegovina,2021-04-01,171324,6675,1698,76
Botswana,2021-04-30,46934,712,0,0
Botswana,2021-04-29,46934,712,334,10
Botswana,2021-04-28,46600,702,0,0
Botswana,2021-04-27,46600,702,745,11
Botswana,2021-04-26,45855,691,0,0
Botswana,2021-04-25,45855,691,0,0
Botswana,2021-04-24,45855,691,0,0
Botswana,2021-04-23,45855,691,0,0
Botswana,2021-04-22,45855,691,1153,7
Botswana,2021-04-21,44702,684,0,0
Botswana,2021-04-20,44702,684,0,0
Botswana,2021-04-19,44702,684,627,13
Botswana,2021-04-18,44075,671,0,0
Botswana,2021-04-17,44075,671,0,0
Botswana,2021-04-16,44075,671,0,0
Botswana,2021-04-15,44075,671,631,8
Botswana,2021-04-14,43444,663,0,0
Botswana,2021-04-13,43444,663,0,0
Botswana,2021-04-12,43444,663,770,27
Botswana,2021-04-11,42674,636,0,0
Botswana,2021-04-10,42674,636,0,0
Botswana,2021-04-09,42674,636,964,20
Botswana,2021-04-08,41710,616,0,0
Botswana,2021-04-07,41710,616,0,0
Botswana,2021-04-06,41710,616,0,0
Botswana,2021-04-05,41710,616,832,25
Botswana,2021-04-04,40878,591,0,0
Botswana,2021-04-03,40878,591,0,0
Botswana,2021-04-02,40878,591,0,0
Botswana,2021-04-01,40878,591,1030,23
Brazil,2021-04-30,14659011,403781,68333,2595
Brazil,2021-04-29,14590678,401186,69389,3001
Brazil,2021-04-28,14521289,398185,79726,3163
Brazil,2021-04-27,14441563,395022,72140,3086
Brazil,2021-04-26,14369423,391936,28636,1139
Brazil,2021-04-25,14340787,390797,32572,1305
Brazil,2021-04-24,14308215,389492,71137,3076
Brazil,2021-04-23,14237078,386416,69105,2914
Brazil,2021-04-22,14167973,383502,45178,2027
Brazil,2021-04-21,14122795,381475,79719,3472
Brazil,2021-04-20,14043076,378003,69381,3321
Brazil,2021-04-19,13973695,374682,30624,1347
Brazil,2021-04-18,13943071,373335,42980,1657
Brazil,2021-04-17,13900091,371678,67636,2929
Brazil,2021-04-16,13832455,368749,85774,3305
Brazil,2021-04-15,13746681,365444,73174,3560
Brazil,2021-04-14,13673507,361884,73513,3459
Brazil,2021-04-13,13599994,358425,82186,3808
Brazil,2021-04-12,13517808,354617,35785,1480
Brazil,2021-04-11,13482023,353137,37017,1803
Brazil,2021-04-10,13445006,351334,71832,2616
Brazil,2021-04-09,13373174,348718,93317,3693
Brazil,2021-04-08,13279857,345025,86652,4249
Brazil,2021-04-07,13193205,340776,92625,3829
Brazil,2021-04-06,13100580,336947,86979,4195
Brazil,2021-04-05,13013601,332752,28645,1319
Brazil,2021-04-04,12984956,331433,31359,1240
Brazil,2021-04-03,12953597,330193,43515,1987
Brazil,2021-04-02,12910082,328206,70238,2922
Brazil,2021-04-01,12839844,325284,91097,3769
Brunei,2021-04-30,224,3,0,0
Brunei,2021-04-29,224,3,0,0
Brunei,2021-04-28,224,3,1,0
Brunei,2021-04-27,223,3,0,0
Brunei,2021-04-26,223,3,0,0
Brunei,2021-04-25,223,3,0,0
Brunei,2021-04-24,223,3,0,0
Brunei,2021-04-23,223,3,0,0
Brunei,2021-04-22,223,3,0,0
Brunei,2021-04-21,223,3,0,0
Brunei,2021-04-20,223,3,2,0
Brunei,2021-04-19,221,3,0,0
Brunei,2021-04-18,221,3,0,0
Brunei,2021-04-17,221,3,0,0
Brunei,2021-04-16,221,3,0,0
Brunei,2021-04-15,221,3,2,0
Brunei,2021-04-14,219,3,0,0
Brunei,2021-04-13,219,3,0,0
Brunei,2021-04-12,219,3,0,0
Brunei,2021-04-11,219,3,0,0
Brunei,2021-04-10,219,3,0,0
Brunei,2021-04-09,219,3,3,0
Brunei,2021-04-08,216,3,1,0
Brunei,2021-04-07,215,3,1,0
Brunei,2021-04-06,214,3,0,0
Brunei,2021-04-05,214,3,0,0
Brunei,2021-04-04,214,3,0,0
Brunei,2021-04-03,214,3,1,0
Brunei,2021-04-02,213,3,0,0
Brunei,2021-04-01,213,3,1,0
Bulgaria,2021-04-30,404380,16399,652,31
Bulgaria,2021-04-29,403728,16368,1237,90
Bulgaria,2021-04-28,402491,16278,1382,96
Bulgaria,2021-04-27,401109,16182,1850,81
Bulgaria,2021-04-26,399259,16101,1759,194
Bulgaria,2021-04-25,397500,15907,400,48
Bulgaria,2021-04-24,397100,15859,798,33
Bulgaria,2021-04-23,396302,15826,3389,208
Bulgaria,2021-04-22,392913,15618,0,0
Bulgaria,2021-04-21,392913,15618,2002,100
Bulgaria,2021-04-20,390911,15518,2096,106
Bulgaria,2021-04-19,388815,15412,2434,217
Bulgaria,2021-04-18,386381,15195,418,57
Bulgaria,2021-04-17,385963,15138,1076,38
Bulgaria,2021-04-16,384887,15100,2126,121
Bulgaria,2021-04-15,382761,14979,2185,108
Bulgaria,2021-04-14,380576,14871,2517,125
Bulgaria,2021-04-13,378059,14746,2944,127
Bulgaria,2021-04-12,375115,14619,3122,201
Bulgaria,2021-04-11,371993,14418,462,67
Bulgaria,2021-04-10,371531,14351,1352,43
Bulgaria,2021-04-09,370179,14308,2803,138
Bulgaria,2021-04-08,367376,14170,2957,136
Bulgaria,2021-04-07,364419,14034,7560,248
Bulgaria,2021-04-06,356859,13786,0,0
Bulgaria,2021-04-05,356859,13786,3860,197
Bulgaria,2021-04-04,352999,13589,740,82
Bulgaria,2021-04-03,352259,13507,1919,69
Bulgaria,2021-04-02,350340,13438,4013,125
Bulgaria,2021-04-01,346327,13313,3694,116
Burkina Faso,2021-04-30,13310,157,1,0
Burkina Faso,2021-04-29,13309,157,23,0
Burkina Faso,2021-04-28,13286,157,23,1
Burkina Faso,2021-04-27,13263,156,0,0
Burkina Faso,2021-04-26,13263,156,0,0
Burkina Faso,2021-04-25,13263,156,32,0
Burkina Faso,2021-04-24,13231,156,0,0
Burkina Faso,2021-04-23,13231,156,19,0
Burkina Faso,2021-04-22,13212,156,45,1
Burkina Faso,2021-04-21,13167,155,0,0
Burkina Faso,2021-04-20,13167,155,19,1
Burkina Faso,2021-04-19,13148,154,19,0
Burkina Faso,2021-04-18,13129,154,15,0
Burkina Faso,2021-04-17,13114,154,31,0
Burkina Faso,2021-04-16,13083,154,19,0
Burkina Faso,2021-04-15,13064,154,14,0
Burkina Faso,2021-04-14,13050,154,61,1
Burkina Faso,2021-04-13,12989,153,0,0
Burkina Faso,2021-04-12,12989,153,33,1
Burkina Faso,2021-04-11,12956,152,0,0
Burkina Faso,2021-04-10,12956,152,32,0
Burkina Faso,2021-04-09,12924,152,20,0
Burkina Faso,2021-04-08,12904,152,31,2
Burkina Faso,2021-04-07,12873,150,28,0
Burkina Faso,2021-04-06,12845,150,20,0
Burkina Faso,2021-04-05,12825,150,8,0
Burkina Faso,2021-04-04,12817,150,14,0
Burkina Faso,2021-04-03,12803,150,12,0
Burkina Faso,2021-04-02,12791,150,17,1
Burkina Faso,2021-04-01,12774,149,57,3
Burma,2021-04-30,142817,3209,17,0
Burma,2021-04-29,142800,3209,10,0
Burma,2021-04-28,142790,3209,50,2
Burma,2021-04-27,142740,3207,18,0
Burma,2021-04-26,142722,3207,10,1
Burma,2021-04-25,142712,3206,8,0
Burma,2021-04-24,142704,3206,17,0
Burma,2021-04-23,142687,3206,13,0
Burma,2021-04-22,142674,3206,13,0
Burma,2021-04-21,142661,3206,17,0
Burma,2021-04-20,142644,3206,0,0
Burma,2021-04-19,142644,3206,16,0
Burma,2021-04-18,142628,3206,9,0
Burma,2021-04-17,142619,3206,2,0
Burma,2021-04-16,142617,3206,7,0
Burma,2021-04-15,142610,3206,5,0
Burma,2021-04-14,142605,3206,9,0
Burma,2021-04-13,142596,3206,0,0
Burma,2021-04-12,142596,3206,20,0
Burma,2021-04-11,142576,3206,4,0
Burma,2021-04-10,142572,3206,14,0
Burma,2021-04-09,142558,3206,9,0
Burma,2021-04-08,142549,3206,8,0
Burma,2021-04-07,142541,3206,11,0
Burma,2021-04-06,142530,3206,19,0
Burma,2021-04-05,142511,3206,14,0
Burma,2021-04-04,142497,3206,18,0
Burma,2021-04-03,142479,3206,13,0
Burma,2021-04-02,142466,3206,0,0
Burma,2021-04-01,142466,3206,32,0
Burundi,2021-04-30,3995,6,10,0
Burundi,2021-04-29,3985,6,44,0
Burundi,2021-04-28,3941,6,57,0
Burundi,2021-04-27,3884,6,10,0
Burundi,2021-04-26,3874,6,21,0
Burundi,2021-04-25,3853,6,48,0
Burundi,2021-04-24,3805,6,46,0
Burundi,2021-04-23,3759,6,27,0
Burundi,2021-04-22,3732,6,26,0
Burundi,2021-04-21,3706,6,63,0
Burundi,2021-04-20,3643,6,166,0
Burundi,2021-04-19,3477,6,0,0
Burundi,2021-04-18,3477,6,0,0
Burundi,2021-04-17,3477,6,0,0
Burundi,2021-04-16,3477,6,53,0
Burundi,2021-04-15,3424,6,91,0
Burundi,2021-04-14,3333,6,71,0
Burundi,2021-04-13,3262,6,108,0
Burundi,2021-04-12,3154,6,0,0
Burundi,2021-04-11,3154,6,35,0
Burundi,2021-04-10,3119,6,41,0
Burundi,2021-04-09,3078,6,51,0
Burundi,2021-04-08,3027,6,10,0
Burundi,2021-04-07,3017,6,47,0
Burundi,2021-04-06,2970,6,6,0
Burundi,2021-04-05,2964,6,53,0
Burundi,2021-04-04,2911,6,0,0
Burundi,2021-04-03,2911,6,69,0
Burundi,2021-04-02,2842,6,0,0
Burundi,2021-04-01,2842,6,32,0
Cabo Verde,2021-04-30,23882,217,328,4
Cabo Verde,2021-04-29,23554,213,373,0
Cabo Verde,2021-04-28,23181,213,409,2
Cabo Verde,2021-04-27,22772,211,186,3
Cabo Verde,2021-04-26,22586,208,237,5
Cabo Verde,2021-04-25,22349,203,255,2
Cabo Verde,2021-04-24,22094,201,310,0
Cabo Verde,2021-04-23,21784,201,284,2
Cabo Verde,2021-04-22,21500,199,321,1
Cabo Verde,2021-04-21,21179,198,398,4
Cabo Verde,2021-04-20,20781,194,154,1
Cabo Verde,2021-04-19,20627,193,161,1
Cabo Verde,2021-04-18,20466,192,491,3
Cabo Verde,2021-04-17,19975,189,0,0
Cabo Verde,2021-04-16,19975,189,195,1
Cabo Verde,2021-04-15,19780,188,255,0
Cabo Verde,2021-04-14,19525,188,294,1
Cabo Verde,2021-04-13,19231,187,121,3
Cabo Verde,2021-04-12,19110,184,105,2
Cabo Verde,2021-04-11,19005,182,376,5
Cabo Verde,2021-04-10,18629,177,0,0
Cabo Verde,2021-04-09,18629,177,207,1
Cabo Verde,2021-04-08,18422,176,208,1
Cabo Verde,2021-04-07,18214,175,191,2
Cabo Verde,2021-04-06,18023,173,84,0
Cabo Verde,2021-04-05,17939,173,68,0
Cabo Verde,2021-04-04,17871,173,50,2
Cabo Verde,2021-04-03,17821,171,104,0
Cabo Verde,2021-04-02,17717,171,130,2
Cabo Verde,2021-04-01,17587,169,117,1
Cambodia,2021-04-30,13402,93,761,2
Cambodia,2021-04-29,12641,91,880,3
Cambodia,2021-04-28,11761,88,698,6
Cambodia,2021-04-27,11063,82,508,3
Cambodia,2021-04-26,10555,79,580,5
Cambodia,2021-04-25,9975,74,616,3
Cambodia,2021-04-24,9359,71,511,10
Cambodia,2021-04-23,8848,61,655,2
Cambodia,2021-04-22,8193,59,446,5
Cambodia,2021-04-21,7747,54,303,5
Cambodia,2021-04-20,7444,49,431,4
Cambodia,2021-04-19,7013,45,624,2
Cambodia,2021-04-18,6389,43,618,4
Cambodia,2021-04-17,5771,39,291,1
Cambodia,2021-04-16,5480,38,262,2
Cambodia,2021-04-15,5218,36,344,1
Cambodia,2021-04-14,4874,35,178,2
Cambodia,2021-04-13,4696,33,181,3
Cambodia,2021-04-12,4515,30,0,0
Cambodia,2021-04-11,4515,30,434,4
Cambodia,2021-04-10,4081,26,477,2
Cambodia,2021-04-09,3604,24,576,0
Cambodia,2021-04-08,3028,24,113,2
Cambodia,2021-04-07,2915,22,0,0
Cambodia,2021-04-06,2915,22,163,1
Cambodia,2021-04-05,2752,21,63,2
Cambodia,2021-04-04,2689,19,0,0
Cambodia,2021-04-03,2689,19,143,3
Cambodia,2021-04-02,2546,16,69,2
Cambodia,2021-04-01,2477,14,37,3
Cameroon,2021-04-30,72250,1107,0,0
Cameroon,2021-04-29,72250,1107,6252,116
Cameroon,2021-04-28,65998,991,0,0
Cameroon,2021-04-27,65998,991,0,0
Cameroon,2021-04-26,65998,991,0,0
Cameroon,2021-04-25,65998,991,0,0
Cameroon,2021-04-24,65998,991,0,0
Cameroon,2021-04-23,65998,991,1189,52
Cameroon,2021-04-22,64809,939,0,0
Cameroon,2021-04-21,64809,939,0,0
Cameroon,2021-04-20,64809,939,0,0
Cameroon,2021-04-19,64809,939,0,0
Cameroon,2021-04-18,64809,939,0,0
Cameroon,2021-04-17,64809,939,3078,20
Cameroon,2021-04-16,61731,919,0,0
Cameroon,2021-04-15,61731,919,0,0
Cameroon,2021-04-14,61731,919,0,0
Cameroon,2021-04-13,61731,919,0,0
Cameroon,2021-04-12,61731,919,0,0
Cameroon,2021-04-11,61731,919,0,0
Cameroon,2021-04-10,61731,919,0,0
Cameroon,2021-04-09,61731,919,0,0
Cameroon,2021-04-08,61731,919,4394,68
Cameroon,2021-04-07,57337,851,0,0
Cameroon,2021-04-06,57337,851,0,0
Cameroon,2021-04-05,57337,851,0,0
Cameroon,2021-04-04,57337,851,0,0
Cameroon,2021-04-03,57337,851,0,0
Cameroon,2021-04-02,57337,851,0,0
Cameroon,2021-04-01,57337,851,9668,130
Canada,2021-04-30,1228367,24220,8259,55
Canada,2021-04-29,1220108,24165,9190,55
Canada,2021-04-28,1210918,24110,8246,62
Canada,2021-04-27,1202672,24048,6845,37
Canada,2021-04-26,1195827,24011,8836,61
Canada,2021-04-25,1186991,23950,6926,38
Canada,2021-04-24,1180065,23912,7368,42
Canada,2021-04-23,1172697,23870,8589,60
Canada,2021-04-22,1164108,23810,9055,49
Canada,2021-04-21,1155053,23761,8236,63
Canada,2021-04-20,1146817,23698,7226,49
Canada,2021-04-19,1139591,23649,10220,38
Canada,2021-04-18,1129371,23611,8209,39
Canada,2021-04-17,1121162,23572,7325,41
Canada,2021-04-16,1113837,23531,9329,49
Canada,2021-04-15,1104508,23482,9609,54
Canada,2021-04-14,1094899,23428,8994,58
Canada,2021-04-13,1085905,23370,7423,34
Canada,2021-04-12,1078482,23336,10718,42
Canada,2021-04-11,1067764,23294,7712,24
Canada,2021-04-10,1060052,23270,7492,34
Canada,2021-04-09,1052560,23236,9082,40
Canada,2021-04-08,1043478,23196,8236,36
Canada,2021-04-07,1035242,23160,7388,28
Canada,2021-04-06,1027854,23132,10724,49
Canada,2021-04-05,1017130,23083,8322,23
Canada,2021-04-04,1008808,23060,3512,22
Canada,2021-04-03,1005296,23038,7088,27
Canada,2021-04-02,998208,23011,3659,13
Canada,2021-04-01,994549,22998,5741,38
Central African Republic,2021-04-30,6411,88,0,0
Central African Republic,2021-04-29,6411,88,52,1
Central African Republic,2021-04-28,6359,87,0,0
Central African Republic,2021-04-27,6359,87,135,2
Central African Republic,2021-04-26,6224,85,0,0
Central African Republic,2021-04-25,6224,85,0,0
Central African Republic,2021-04-24,6224,85,0,0
Central African Republic,2021-04-23,6224,85,49,0
Central African Republic,2021-04-22,6175,85,0,0
Central African Republic,2021-04-21,6175,85,246,6
Central African Republic,2021-04-20,5929,79,142,4
Central African Republic,2021-04-19,5787,75,0,0
Central African Republic,2021-04-18,5787,75,59,0
Central African Republic,2021-04-17,5728,75,0,0
Central African Republic,2021-04-16,5728,75,46,0
Central African Republic,2021-04-15,5682,75,0,0
Central African Republic,2021-04-14,5682,75,0,0
Central African Republic,2021-04-13,5682,75,191,1
Central African Republic,2021-04-12,5491,74,0,0
Central African Republic,2021-04-11,5491,74,0,0
Central African Republic,2021-04-10,5491,74,89,0
Central African Republic,2021-04-09,5402,74,0,0
Central African Republic,2021-04-08,5402,74,49,1
Central African Republic,2021-04-07,5353,73,40,0
Central African Republic,2021-04-06,5313,73,0,0
Central African Republic,2021-04-05,5313,73,68,1
Central African Republic,2021-04-04,5245,72,0,0
Central African Republic,2021-04-03,5245,72,0,0
Central African Republic,2021-04-02,5245,72,23,0
Central African Republic,2021-04-01,5222,72,61,5
Chad,2021-04-30,4817,170,7,0
Chad,2021-04-29,4810,170,21,0
Chad,2021-04-28,4789,170,10,0
Chad,2021-04-27,4779,170,7,1
Chad,2021-04-26,4772,169,2,0
Chad,2021-04-25,4770,169,18,0
Chad,2021-04-24,4752,169,5,0
Chad,2021-04-23,4747,169,12,0
Chad,2021-04-22,4735,169,4,0
Chad,2021-04-21,4731,169,8,0
Chad,2021-04-20,4723,169,15,0
Chad,2021-04-19,4708,169,2,0
Chad,2021-04-18,4706,169,15,1
Chad,2021-04-17,4691,168,5,0
Chad,2021-04-16,4686,168,13,0
Chad,2021-04-15,4673,168,11,1
Chad,2021-04-14,4662,167,10,0
Chad,2021-04-13,4652,167,11,0
Chad,2021-04-12,4641,167,5,0
Chad,2021-04-11,4636,167,11,0
Chad,2021-04-10,4625,167,6,0
Chad,2021-04-09,4619,167,3,0
Chad,2021-04-08,4616,167,10,1
Chad,2021-04-07,4606,166,3,0
Chad,2021-04-06,4603,166,8,0
Chad,2021-04-05,4595,166,0,1
Chad,2021-04-04,4595,165,6,1
Chad,2021-04-03,4589,164,16,0
Chad,2021-04-02,4573,164,21,0
Chad,2021-04-01,4552,164,19,0
Chile,2021-04-30,1198245,26353,7254,106
Chile,2021-04-29,1190991,26247,6720,174
Chile,2021-04-28,1184271,26073,4499,53
Chile,2021-04-27,1179772,26020,4158,45
Chile,2021-04-26,1175614,25975,6078,119
Chile,2021-04-25,1169536,25856,6725,114
Chile,2021-04-24,1162811,25742,6909,101
Chile,2021-04-23,1155902,25641,7582,109
Chile,2021-04-22,1148320,25532,6917,179
Chile,2021-04-21,1141403,25353,5214,36
Chile,2021-04-20,1136189,25317,4849,40
Chile,2021-04-19,1131340,25277,6622,100
Chile,2021-04-18,1124718,25177,7370,122
Chile,2021-04-17,1117348,25055,8037,132
Chile,2021-04-16,1109311,24923,7613,157
Chile,2021-04-15,1101698,24766,7431,218
Chile,2021-04-14,1094267,24548,5557,30
Chile,2021-04-13,1088710,24518,5790,35
Chile,2021-04-12,1082920,24483,6421,137
Chile,2021-04-11,1076499,24346,7977,133
Chile,2021-04-10,1068522,24213,8101,105
Chile,2021-04-09,1060421,24108,9151,129
Chile,2021-04-08,1051270,23979,8248,183
Chile,2021-04-07,1043022,23796,5242,62
Chile,2021-04-06,1037780,23734,5168,57
Chile,2021-04-05,1032612,23677,5827,33
Chile,2021-04-04,1026785,23644,7307,120
Chile,2021-04-03,1019478,23524,7993,103
Chile,2021-04-02,1011485,23421,8079,93
Chile,2021-04-01,1003406,23328,7868,193
China,2021-04-30,102494,4845,20,0
China,2021-04-29,102474,4845,28,0
China,2021-04-28,102446,4845,27,0
China,2021-04-27,102419,4845,20,0
China,2021-04-26,102399,4845,15,0
China,2021-04-25,102384,4845,17,0
China,2021-04-24,102367,4845,16,0
China,2021-04-23,102351,4845,18,0
China,2021-04-22,102333,4845,33,0
China,2021-04-21,102300,4845,7,0
China,2021-04-20,102293,4845,29,0
China,2021-04-19,102264,4845,22,0
China,2021-04-18,102242,4845,41,0
China,2021-04-17,102201,4845,34,0
China,2021-04-16,102167,4845,32,0
China,2021-04-15,102135,4845,17,0
China,2021-04-14,102118,4845,15,1
China,2021-04-13,102103,4844,25,1
China,2021-04-12,102078,4843,22,0
China,2021-04-11,102056,4843,29,0
China,2021-04-10,102027,4843,15,0
China,2021-04-09,102012,4843,28,2
China,2021-04-08,101984,4841,31,0
China,2021-04-07,101953,4841,33,0
China,2021-04-06,101920,4841,19,0
China,2021-04-05,101901,4841,40,0
China,2021-04-04,101861,4841,40,0
China,2021-04-03,101821,4841,22,0
China,2021-04-02,101799,4841,45,0
China,2021-04-01,101754,4841,22,0
Colombia,2021-04-30,2859724,73720,17790,490
Colombia,2021-04-29,2841934,73230,17308,505
Colombia,2021-04-28,2824626,72725,19745,490
Colombia,2021-04-27,2804881,72235,17578,436
Colombia,2021-04-26,2787303,71799,12839,448
Colombia,2021-04-25,2774464,71351,17190,465
Colombia,2021-04-24,2757274,70886,16730,440
Colombia,2021-04-23,2740544,70446,19925,420
Colombia,2021-04-22,2720619,70026,19306,430
Colombia,2021-04-21,2701313,69596,17212,419
Colombia,2021-04-20,2684101,69177,16965,429
Colombia,2021-04-19,2667136,68748,14189,420
Colombia,2021-04-18,2652947,68328,16871,397
Colombia,2021-04-17,2636076,67931,16654,367
Colombia,2021-04-16,2619422,67564,16703,365
Colombia,2021-04-15,2602719,67199,16918,380
Colombia,2021-04-14,2585801,66819,16487,337
Colombia,2021-04-13,2569314,66482,16377,326
Colombia,2021-04-12,2552937,66156,16739,267
Colombia,2021-04-11,2536198,65889,17483,281
Colombia,2021-04-10,2518715,65608,14509,325
Colombia,2021-04-09,2504206,65283,12125,269
Colombia,2021-04-08,2492081,65014,12464,247
Colombia,2021-04-07,2479617,64767,11381,243
Colombia,2021-04-06,2468236,64524,11827,231
Colombia,2021-04-05,2456409,64293,10190,199
Colombia,2021-04-04,2446219,64094,9022,162
Colombia,2021-04-03,2437197,63932,9149,155
Colombia,2021-04-02,2428048,63777,10222,163
Colombia,2021-04-01,2417826,63614,11449,192
Comoros,2021-04-30,3834,146,0,0
Comoros,2021-04-29,3834,146,1,0
Comoros,2021-04-28,3833,146,4,0
Comoros,2021-04-27,3829,146,0,0
Comoros,2021-04-26,3829,146,0,0
Comoros,2021-04-25,3829,146,0,0
Comoros,2021-04-24,3829,146,3,0
Comoros,2021-04-23,3826,146,2,0
Comoros,2021-04-22,3824,146,2,0
Comoros,2021-04-21,3822,146,2,0
Comoros,2021-04-20,3820,146,1,0
Comoros,2021-04-19,3819,146,0,0
Comoros,2021-04-18,3819,146,4,0
Comoros,2021-04-17,3815,146,0,0
Comoros,2021-04-16,3815,146,6,0
Comoros,2021-04-15,3809,146,6,0
Comoros,2021-04-14,3803,146,7,0
Comoros,2021-04-13,3796,146,7,0
Comoros,2021-04-12,3789,146,0,0
Comoros,2021-04-11,3789,146,0,0
Comoros,2021-04-10,3789,146,31,0
Comoros,2021-04-09,3758,146,0,0
Comoros,2021-04-08,3758,146,0,0
Comoros,2021-04-07,3758,146,20,0
Comoros,2021-04-06,3738,146,13,0
Comoros,2021-04-05,3725,146,6,0
Comoros,2021-04-04,3719,146,7,0
Comoros,2021-04-03,3712,146,0,0
Comoros,2021-04-02,3712,146,8,0
Comoros,2021-04-01,3704,146,8,0
Congo (Brazzaville),2021-04-30,10678,144,0,0
Congo (Brazzaville),2021-04-29,10678,144,0,0
Congo (Brazzaville),2021-04-28,10678,144,0,0
Congo (Brazzaville),2021-04-27,10678,144,0,0
Congo (Brazzaville),2021-04-26,10678,144,0,0
Congo (Brazzaville),2021-04-25,10678,144,594,5
Congo (Brazzaville),2021-04-24,10084,139,0,0
Congo (Brazzaville),2021-04-23,10084,139,0,0
Congo (Brazzaville),2021-04-22,10084,139,0,0
Congo (Brazzaville),2021-04-21,10084,139,0,0
Congo (Brazzaville),2021-04-20,10084,139,0,0
Congo (Brazzaville),2021-04-19,10084,139,0,0
Congo (Brazzaville),2021-04-18,10084,139,0,0
Congo (Brazzaville),2021-04-17,10084,139,0,0
Congo (Brazzaville),2021-04-16,10084,139,0,0
Congo (Brazzaville),2021-04-15,10084,139,0,0
Congo (Brazzaville),2021-04-14,10084,139,0,2
Congo (Brazzaville),2021-04-13,10084,137,0,0
Congo (Brazzaville),2021-04-12,10084,137,0,0
Congo (Brazzaville),2021-04-11,10084,137,0,0
Congo (Brazzaville),2021-04-10,10084,137,0,0
Congo (Brazzaville),2021-04-09,10084,137,0,0
Congo (Brazzaville),2021-04-08,10084,137,0,0
Congo (Brazzaville),2021-04-07,10084,137,0,0
Congo (Brazzaville),2021-04-06,10084,137,403,2
Congo (Brazzaville),2021-04-05,9681,135,0,0
Congo (Brazzaville),2021-04-04,9681,135,0,0
Congo (Brazzaville),2021-04-03,9681,135,0,0
